Security Code,Company Name
526241,Amrapali Industries Ltd
526247,Premier Explosives Ltd.
526251,Mid East Portfolio Management Ltd.
526263,Mold-Tek Technologies Ltd
526269,Crestchem Ltd.
526299,Mphasis Limited
526301,Medinova Diagnostic Services Ltd.
526315,DIVYASHAKTI LIMITED
526325,Orient Press ltd.
526335,Shreyas Intermediates Ltd.
526345,Panjon Ltd.
526349,Nirbhay Colours India Limited
526355,Duropack Ltd
526365,SWARNSARITA JEWELS INDIA LIMITED
526367,Ganesh Housing Corporation Ltd.
526371,NMDC Ltd
526373,Cindrella Hotels Ltd.
526381,Patel Integrated Logistics Ltd
526397,Alphageo (India)Ltd.
526407,HAMPTON SKY REALTY LIMITED
526409,Kkalpana Industries (India) Ltd
526415,OK Play India Ltd.
526423,Kriti Industries (India) Ltd.
526431,Welterman International Ltd.
526433,ASM Technologies Ltd.
526435,Perfectpac Limited
526439,Ambitious Plastomac Ltd.
526441,Vision Cinemas Limited
526443,Datasoft Application Software (I) L
526445,Indrayani Biotech Ltd.
526468,Euro Leder Fashion Ltd.
526471,Winsome Breweries Ltd.
526473,Elegant Floriculture & Agrotech (In
526477,South Asian Enteprises Ltd.
526479,Sky Industries Ltd
526481,Phoenix International Ltd.
526488,BHUDEVI INFRA PROJECTS LIMITED
526490,Pratik Panels Ltd.
526492,Rishiroop Limited
526494,PROMACT IMPEX LIMITED
526500,Sterling Green  Woods  Limited
526506,Systematix Corporate Services Ltd.
526508,Shahi Shipping Limited
526519,Alpine Housing Development Corporat
526521,Sanghi Industries Ltd.
526525,WORLDWIDE ALUMINIUM LIMITED
526530,IIRM HOLDINGS INDIA LIMITED
526532,Square Four Projects India Limited
526544,Scanpoint Geomatics Limited
526546,Choksi Laboratories Ltd.
526550,Country Club Hospitality & Holidays Ltd
526568,Longview Tea Company ltd.
526570,Midwest Gold Ltd
526574,Enterprise International Limited
526576,TECHINDIA NIRMAN LIMITED
526582,TPL Plastech Limited
526586,Wim Plast Ltd.
526588,Photoquip India Ltd.
526596,Liberty Shoes Ltd.
526604,Lippi Systems Ltd.
526608,Electrotherm (India) Ltd
526612,Blue Dart Express Ltd.
526614,Expo Gas Containers Ltd.
526616,National Plastic Industries Ltd.
526622,MFL India Ltd
526638,Texel Industries Ltd.
526640,Royale Manor Hotels & Industries Lt
526642,Mirza International  Limited
526650,Tourism Finance Corpn. Of India Ltd
526654,Thakker's Developers Ltd.
526662,Rajdarshan Industries Ltd.
526666,Bhartiya International Ltd.
526668,Kamat Hotels (India) ltd.
526675,Tirth Plastic Ltd.
526677,DSJ KEEP LEARNING LIMITED
526687,Polo Hotels Ltd.
526703,Ecoplast Ltd.
526705,Elegant Marbles & Grani Industries
526709,BITS Ltd
526711,Adarsh Plant Project Ltd.
526717,HCP PLASTENE BULKPACK LIMITED
526721,Nicco Parks And Resorts Ltd.
526723,NTC INDUSTRIES LIMITED
526725,Sandesh Ltd.
526727,Garnet Construction Ltd.
526729,Goldiam International Ltd.
526731,Bright Brothers Ltd.
526739,Narmada Gelatines Ltd.
526747,P.G.Foils Ltd.
526751,Gratex Industries Ltd.
526755,Velan Hotels Ltd.
526761,Howard Hotels Limited
526773,Pressure Sensitive Systems (India)
526775,Valiant Communications Ltd.
526783,Dr.Agarwals Eye Hospital Ltd.
526795,Mahasagar Travels Ltd.
526797,Greenply Industries Ltd
526807,Seamec Ltd
526813,Raghunath International Ltd.
526817,Cheviot Co.Ltd.
526821,Dai-Ichi Karkaria Ltd.
526823,Rajeswari Infrastructure Limited
526827,SPICE ISLANDS INDUSTRIES LIMITED
526829,Confidence Petroleum India Limited
526839,Shelter Infra Projects Limited
526841,Shakti Press Ltd.
526847,Ashirwad Steels & Industries  Ltd.
526849,Banaras Beads Ltd.
526851,Arex Industries Ltd.
526853,Bilcare Ltd.
526859,ISF LIMITED
526861,Rishi Laser  Ltd.
526865,Jainco Projects (India) Ltd.
526869,Kumbhat Financial Services Ltd.
526871,Intec Capital Limited
526873,Rajasthan Gases Ltd.
526877,Siddheswari Garments Ltd.
526881,63 Moons Technologies Limited
526885,Sarla Performance Fibers Ltd
526891,Market Creators Ltd.
526899,HIMALAYA FOOD INTERNATIONAL LIMITED
526901,Sonal Adhesives Ltd.
526905,Padmanabh Industries Limited
526921,Twentyfirst Century Management Serv
526931,Hariyana Ship Breakers Ltd.
526935,ARUNIS ABODE LIMITED
526945,Tyroon Tea Co. Ltd.
526947,La Opala RG Ltd.
526951,Stylam Industries Limited
526953,Venus Remedies Ltd.
526959,Woodsvilla Limited
526961,LAST MILE ENTERPRISES LIMITED
526965,Gujarat Craft Industries Ltd.
526967,Heera Ispat Ltd.
526971,Dhoot Industrial Finance Ltd.
526977,Crimson Metal Engineering Company Ltd
526981,SHRI BAJRANG ALLIANCE LIMITED
526983,Ashoka Refineries Ltd.
526987,Urja Global Limited
527001,Ashapura Minechem Ltd
527005,Shree Pacetronix Ltd
530001,Gujarat Alkalis & Chemicals Ltd.
530005,India Cements Ltd.
530007,JK Tyre & Industries Ltd.
530011,Mangalore Chemicals & Fertilisers L
530017,Standard Industries Ltd.
530019,JUBILANT PHARMOVA LIMITED
530023,THE INVESTMENT TRUST OF INDIA LIMITED
530025,Samyak International Limited
530027,Aadi Industries Ltd
530035,Santosh Fine-Fab Ltd.
530037,Sree Jayalakshmi Autospin Ltd.
530043,Acknit Industries Ltd
530045,Titan Securities Ltd.
530053,REAL ECO-ENERGY LIMITED
530055,Harmony Capital Services Ltd.
530057,Vivanza Biosciences Limited
530063,Yashraj Containeurs Ltd.
530065,Lords Ishwar Hotels Limited
530067,CSL Finance Limited
530073,Sanghvi Movers Ltd.
530075,Selan Exploration Technology Ltd.
530077,Freshtrop Fruits Ltd.
530079,Faze Three Ltd.
530095,PRADHIN LIMITED
530109,ANUPAM FINSERV LIMITED
530111,Raj Packaging Industries Ltd.
530117,PRIVI SPECIALITY CHEMICALS LIMITED
530119,Natraj Proteins Ltd.
530125,Samrat Pharmachem Ltd.
530127,NPR Finance Ltd.
530129,Nile Ltd.
530131,Udaipur Cement Works Limited
530133,Amco India Ltd.
530135,Optiemus Infracom Limited
530139,Kreon Finnancial Services Limited
530141,Gyan Developers & Builders Ltd.
530145,Kisan Mouldings Ltd.
530161,Garodia Chemicals Ltd.
530163,Kerala Ayurveda Limited
530167,Moongipa Capital Finance Ltd.
530169,Mohit Paper Mills Ltd.
530171,Daulat Securities Ltd.
530173,Oscar Global Ltd
530175,Odyssey Technologies Ltd.
530185,Surat Trade and Mercantile Limited
530187,Atharv Enterprises Limited
530197,FUNDVISER CAPITAL (INDIA) LIMITED
530199,Themis Medicare Ltd.
530201,KALLAM TEXTILES LTD
530207,Brawn Biotech Limited
530213,Fortune International Ltd.
530215,Kings Infra Ventures Limited
530217,Swojas Energy Foods Ltd.
530231,Subhash Silk Mills Ltd.
530233,Auro Laboratories Ltd.
530235,KJMC Financial Services Ltd.
530239,Suven Life Sciences Ltd.
530245,Aryaman Financial Services Ltd.
530249,Bridge Securities Ltd.
530251,Risa International Limited
530253,Rajasthan Tube Mfg. Co
530255,Kay Power And Paper Ltd
530259,Inter State Oil Carrier Ltd
530263,Global Capital Markets Ltd.
530265,Sainik Finance and Industries Ltd
530267,ARIGATO UNIVERSE LIMITED
530271,Rich Universe Network Ltd
530281,Quantum Digital Vision (India) Ltd.
530289,S.P.Capital Financing Ltd.
530291,PAOS INDUSTRIES LIMITED
530299,Kothari Products Ltd.
530305,Piccadily Agro Industries ltd.
530307,Chaman Lal Setia Exports Ltd.
530309,Chandra Prabhu International Ltd.
530313,KIMIA BIOSCIENCES LIMITED
530315,Hindustan Tin Works Ltd.
530317,Godavari Drugs Ltd.
530331,Premco Global Ltd.
530341,Mukesh Babu Financial Services Ltd.
530343,Genus Power Infrastructures Ltd
530355,ASIAN ENERGY SERVICES LTD
530357,KBS INDIA LIMITED
530361,PRABHHANS INDUSTRIES LIMITED
530363,Ugar Sugar Works Ltd.
530365,Orient Bell Limited
530367,NRB Bearings Ltd.
530369,Vamshi Rubber Ltd.
530377,Nila Infrastructures Ltd
530393,DB(INTERNATIONAL)Stock Brokers Ltd
530401,Vinyoflex Ltd.
530405,Jindal Capital Ltd.
530407,EPIC Energy Ltd.
530419,Sumedha Fiscal Services Ltd.
530421,Kuwer Industries Ltd.
530427,Choksi Imaging Ltd.
530429,Ashish Polyplast Ltd.
530431,Ador Fontech Ltd
530433,Shiva Global Agro Industries Limited
530439,Siddha Ventures Limited
530443,Kiran Syntex Ltd.
530445,Sumeru Industries Ltd.
530449,Rungta Irrigation Ltd.
530457,Cinerad Communications Ltd.
530459,Valson Industries Ltd.
530461,Saboo Sodium Chloro Ltd.
530469,GSL Securities Ltd.
530475,Tinna Rubber and Infrastructure Limited
530477,Vikram Thermo (India) Ltd.
530495,STRATMONT INDUSTRIES LIMITED
530499,A.K.Capital Services Ltd.
530517,Relaxo Footwears Ltd.
530521,Virat Industries Ltd.
530525,RAJNISH RETAIL LIMITED
530533,Terai Tea Co. Ltd.
530537,Manraj Housing Finance Ltd.
530545,Cosco (India) ltd.
530547,Ken Financial Services Ltd.
530549,Shilpa Medicare Ltd.
530555,Paramount Communications Ltd.
530557,NCL Research And Financial Services
530565,POPEES CARES LIMITED
530571,Explicit Finance Limited
530577,Ladderup Finance Ltd.
530579,U. Y. FINCORP LIMITED
530581,Ekam Leasing & Finance Co. Ltd.
530585,Swastika Investmart Ltd
530589,Prima Plastics Ltd.
530595,TeleCanor Global Limited
530601,Jagsonpal Finance & Leasing Ltd.
530615,Garg Furnace Ltd.
530617,Sampre Nutritions Ltd.
530621,Akar Auto Industries Limited
530627,Vipul Organics Limited
530643,Eco Recycling Limited
530655,Goodluck India Limited
530663,Goyal Associates Ltd.
530665,Zenith Health Care Ltd.
530675,York Exports Ltd.
530677,Supreme Holdings & Hospitality (India) Ltd
530689,Lykis Limited
530695,Prime Property Development Corporation Ltd.
530697,Zenlabs Ethica Limited
530699,Raj Rayon Industries Limited
530705,Flora Textiles Ltd.
530709,Gowra Leasing & Finance Ltd.
530711,Jagan Lamps Ltd.
530713,AJEL Limited
530715,Alps Industries Ltd.
530723,Asit C Mehta Financial Services Limited
530733,ENCODE PACKAGING INDIA LIMITED
530735,Super Bakers (India) Ltd.
530741,Ovobel Foods Ltd.
530747,CHALLANI CAPITAL LIMITED
530755,Coral Newsprints Ltd.
530759,Sterling Tools Ltd.
530765,AGARWAL FORTUNE INDIA LIMITED
530779,Dynamic Protfolio Management & Serv
530787,Inland Printers Ltd.
530789,Ceejay Finance Limited
530795,Suncity Synthetics Ltd.
530797,Shree Ganesh Elastoplast Ltd
530799,Anna Infrastructures Ltd
530803,Bhageria Industries Limited
530805,Onesource Ideas Venture Limited
530809,BNR Udyog Ltd.
530813,KRBL Ltd.
530821,SSPDL Limited
530825,Daikaffil Chemicals India Ltd.
530829,Cil Securities Ltd.
530839,Clio Infotech Ltd.
530843,Cupid Limited
530845,Sunshield Chemicals Ltd.
530853,Hipolin Ltd.
530855,GDL Leasing & Finance ltd.
530871,Chembond Chemicals Ltd.
530879,CAPITAL INDIA FINANCE LIMITED
530881,Arunjyoti Bio Ventures Limited 
530883,Super Crop Safe Ltd.
530897,N.G.Industries Ltd.
530899,Asia Pack Ltd.
530907,S.I.Capital And Financial Services
530909,ERP Soft Systems Ltd.
530917,R.R.Securities Ltd.
530919,Remsons Industries Ltd.
530925,Ramsons Projects Ltd.
530927,Haryana Financial Corporation ltd.
530929,Euro Asia Exports Ltd.
530931,Stanpacks (India) Ltd.
530943,Sri Adhikari Brothers Television Ne
530951,RAMINFO LIMITED
530953,Sunil Agro Foods ltd.
530959,Diana Tea Co.Ltd.
530961,Vikas EcoTech Limited
530965,Indian Oil Corporation Ltd.
530973,Alfa Ica (India) Ltd
530977,Shri Keshav Cements and Infra Limited
530979,India Home Loan Limited
530991,Roopa Industries Ltd.
530997,Unique Organics Ltd.
530999,Balaji Amines Ltd.
531003,Swarna Securities Ltd.
531017,Arihants Securities ltd.
531025,Visagar Financial Services Ltd
531027,Libord Securities Ltd.
531035,ERAAYA LIFESPACES LIMITED
531041,Competent Automobiles Co. Ltd.
531043,Dhanvantri Jeevan Rekha Ltd.
531049,Neelkanth Rockminerals ltd.
531051,Vintage Securities Ltd.
531065,Oswal Overseas Ltd
531067,Contil India Limited
531069,Vijay Solvex Ltd.
531080,Shri Krishna Devcon Limited
531082,Alankit Limited
531083,Nihar Info Global Ltd.
531091,United Credit ltd.
531092,OM INFRA LIMITED
531099,Checkpoint Trends Limited
531109,Ishan Dyes & Chemicals Ltd.
531111,Gothi Plascon (India) Ltd.
531112,BALU FORGE INDUSTRIES LIMITED
531119,Ceenik Exports (india) Ltd.
531120,Patel Engineering Ltd
531129,Inani Marbles & Industries Ltd.
531137,Gemstone Investments Ltd.
531144,El Forge Ltd.
531146,Medicamen Biotech Ltd.
531147,Alicon Castalloy Limited
531153,Diligent Industries Limited
531155,Epsom Properties Limited
531156,Alfavision Overseas (India) Ltd.
531157,Organic Coatings Ltd.
531158,Catvision Limited
531161,ABM Knowledgeware Ltd.
531162,Emami Ltd
531163,Kemistar Corporation Limited
531168,Associated Ceramics Ltd.
531169,SKP Securities Ltd.
531173,Syschem (India) Ltd.
531175,BLS Infotech Limited
531176,Mefcom Capital Markets Ltd.
531178,Hemang Resources Limited
531179,Arman Financial Services Limited
531199,Glance Finance Ltd.
531201,Shilchar Technologies Ltd.
531203,TRADEWELL HOLDINGS LIMITED
531205,SPRIGHT AGRO LIMITED
531209,Nucleus Software Exports Ltd
531210,Colinz Laboratories ltd.
531212,Nalin Lease Finance Ltd.
531213,Manappuram Finance Limited
531215,RTS Power Corporation Ltd.
531216,Comfort Intech Ltd
531219,Shyama Infosys Ltd.
531221,Mayur Floorings Ltd.
531223,Anjani Synthetics Limited
531225,XTGLOBAL INFOTECH LIMITED
531227,Deco-Mica Ltd.
531228,Rander Corporation Ltd.
531233,Rasi Electrodes Ltd.
531234,SCOOBEE DAY GARMENTS (INDIA) LIMITED
531235,Citiport Financial Services Ltd.
531237,Dhruva Capital Services Ltd.
531240,Shamrock Industrial Co. Ltd.
531241,LINC LIMITED
531246,Prima Industries Ltd.
531253,India Gelatine & Chemicals Ltd.
531254,Optimus Finance Limited
531255,Paragon Finance Ltd.
531257,Pratiksha Chemicals Ltd.
531259,Esha Media Research Limited
531260,Refex Renewables & Infrastructure Limited
531265,PROGREX VENTURES LIMITED
531266,V.S.T.Tillers Tractors Ltd.
531268,B2B Software Technologies Ltd.
531272,Nikki Global Finance Ltd.
531273,Radhe Developers (India) ltd.
531278,Elixir Capital Limited
531279,Trishakti Industries Limited
531280,Pankaj Polymers Ltd.
531281,MARBLE CITY INDIA LIMITED
531283,Cindrella Financial Services Ltd.
531287,National Plastic Technologies Ltd
531288,Lead Financial Services  Ltd
531289,National Fittings Limited
531297,Artefact Projects Ltd
531300,Amit International Ltd.
531301,High Street Filatex Limited
531304,Nutech Global Ltd.
531306,DHP India Ltd.
531307,RRIL LIMITED
531310,Available Finance Ltd.
531314,INTEGRA CAPITAL LIMITED
531319,Maruti Securities Ltd.
531322,SRI HAVISHA HOSPITALITY AND INFRASTRUCTURE LIMITED
531323,JAYATMA INDUSTRIES LIMITED
531324,Roselabs Finance Ltd.
531328,KRETTO SYSCON LIMITED
531334,Vikalp Securities Ltd.
531335,Zydus Wellness Limited
531337,WinPro Industries Limited
531338,Milestone Global Limited
531340,Bervin Investments And Leasing Ltd.
531341,Gujarat Investa Ltd.
531344,Container Corporation Of India Ltd.
531346,Eastern Treads Ltd.
531349,Panacea Biotec Ltd.
531352,Peeti Securities Ltd.
531357,MERCURY EV-TECH LIMITED
531358,Choice International Ltd
531359,Shriram Asset Management Co.Ltd.
531360,Golechha Global Finance Ltd.
531364,Ekansh Concepts Limited
531370,SPARC ELECTREX LIMITED
531373,The Byke Hospitality    Ltd
531380,Centenial Surgical Suture Ltd.
531381,Arihant Foundations & Housing Ltd.
531387,Hasti Finance Ltd.
531390,Upsurge Investment And Finance Ltd.
531395,Padam Cotton Yarns Ltd.
531396,Women Networks Ltd.
531397,Polycon International Ltd.
531398,Source Natural Foods & Herbal Suppl Ltd
531399,G.G.Automotive Gears Ltd.
531400,Almondz Global Securities Limited
531402,LWS Knitwear Ltd
531406,ANS Limited
531411,Tuni Textile Mills Ltd.
531412,Radix Industries (India) Limited
531413,Kiran Print-Pack Ltd.
531416,Narendra Properties Ltd.
531417,Mega Corporation Ltd
531426,Tamil Nadu Newsprint And Papers Ltd
531431,Shakti Pumps (India) Ltd.
531432,Systematix Securities Ltd.
531433,Sungold Capital Ltd.
531436,Saffron Industries Limited
531437,Prakash Woollen & Synthetic Mills Ltd 
531439,AION-TECH SOLUTIONS LIMITED
531444,Vardhman Concrete Limited
531449,GRM Overseas Ltd.
531453,Mohit Industries Limited
531454,Polylink Polymers (india) Ltd.
531460,Continental Controls Ltd.
531465,Nouveau Global Ventures Limited
531471,Duke Offshore Ltd.
531472,Cybele  Industries Limited
531489,Cg-Vak Software & Exports Ltd.
531494,NAVKAR URBANSTRUCTURE LIMITED
531497,Madhucon Projects Ltd.
531499,Sybly Industries Ltd.
531500,Rajesh Exports Ltd.
531502,Esaar (India) Ltd.
531503,Maris Spinners Ltd.
531505,Indergiri Finance ltd.
531506,Shukra Bullions Limited
531508,Eveready Industries India Ltd.
531509,Step Two Corporation Ltd.
531512,Orient Tradelink Ltd.
531515,Mahan Industries Ltd.
531518,VIKAS PROPPANT & GRANITE LTD.
531521,Desh Rakshak Aushdhalaya Ltd.
531525,Ace Software Exports ltd.
531529,Softrak Venture Investments Ltd.
531531,Hatsun Agro Products Ltd.
531533,ACCEDERE LIMITED
531537,Jyothi Infraventures Ltd.
531539,Rishabh Digha Steel And Allied Prod
531540,Maruti Infrastructure Ltd.
531541,KOBO BIOTECH LIMITED
531543,Jindal Worldwide Ltd.
531548,Somany Ceramics Limited
531550,Jhaveri Credits & Capital Ltd.
531552,Raghunath Tobacco Co. Ltd.
531553,DISHA RESOURCES LIMITED
531556,Coral India Finance And Housing Ltd
531568,Ashutosh Paper Mills Ltd.
531569,Sanjivani Paranteral Ltd.
531574,Vas Infrastructure  Ltd.
531578,KMF Builders & Developers Ltd.
531582,Beryl Securities Ltd
531583,Rap Media Ltd.
531585,Devine Impex Limited
531591,Bampsl Securities Ltd.
531592,GENPHARMASEC LIMITED
531594,Incon Engineers Ltd.
531595,Capri Global Capital Limited
531599,FDC Ltd.
531600,Gogia Capital Services Limited
531608,Gorani Industries Ltd.
531609,KG Petrochem Ltd.
531613,Meyer Apparel Limited
531624,Country Condo's Ltd
531626,Orosil Smiths India Limited
531628,TEJASSVI AAHARAM LIMITED
531633,Lincoln Pharmaceuticals ltd.
531635,Silver Oak (India) Ltd.
531637,PRAVEG LIMITED
531638,Suraj Ltd.
531640,Suvidha Infraestate Corporation Limited
531642,Marico Limited
531644,Tokyo Finance Ltd.
531647,B.J.Duplex Boards Ltd.
531651,National General Industries Ltd.
531652,Thirdwave Financial Intermediaries
531661,Hittco Tools Ltd.
531667,RR METALMAKERS INDIA LIMITED
531668,Vision Corporation Ltd.
531671,Bisil Plast Limited
531672,Inani Securities Ltd.
531673,Anka India Ltd.
531681,AMERISE BIOSCIENCES LIMITED
531688,Prithvi Exchange (India) Limited
531692,Khyati Multimedia-Entertainment Ltd
531694,Rainbow Foundations Ltd
531696,VSD Confin ltd.
531716,Tricom Fruit Products Limited
531717,Vidhi Specialty Food Ingredients Limited
531719,Bhagiradha Chemicals and Industries
531723,GACM Technologies Limited
531726,Panchsheel Organic Ltd.
531727,Menon Pistons Ltd.
531735,Prism Finance Ltd.
531737,Greencrest Financial Services Limited
531739,Gennex Laboratories Ltd
531743,Hira Automobiles Ltd.
531744,Gini Silk Mills Ltd.
531746,Prajay Engineers Syndicate Ltd.
531752,BIOGEN PHARMACHEM INDUSTRIES LIMITED
531758,G.k.Consultants Ltd.
531761,APOLLO PIPES LIMITED
531762,Unjha Formulations Ltd.
531768,Poly Medicure Ltd
531771,SHRADDHA PRIME PROJECTS LTD
531778,Kachchh Minerals Ltd.
531779,Padmanabh Alloys & Polymers Ltd.
531780,Kaiser Corporation Limited
531784,KCL Infra Projects Limited
531795,Atul Auto Limited
531797,Scan Projects Ltd
531802,Prerna Infrabuild Limited
531810,Metal Coatings (India) Ltd.
531812,SGN Telecoms Ltd.
531813,Ganga Papers India Ltd
531814,Tirupati Sarjan Ltd.
531821,Munoth Financial Services Ltd.
531822,Rodium Realty Limited
531832,Nagarjuna Agritech Ltd.
531834,Natura Hue Chem Ltd.
531840,IEC Education Limited
531841,Indus Finance Limited
531842,Lahoti Overseas Ltd.
531845,ZENITH STEEL PIPES AND  INDUSTRIES LIMITED
531846,Trinity League India Limited
531847,Asian Star Co. Ltd.
531859,ORIENTAL RAIL INFRASTRUCTURE LIMITED
531861,Joindre Capital Services Ltd.
531862,Bharat Agri Fert and Realty Ltd
531867,Unitech International Ltd
531869,Sacheta Metals Ltd.
531870,Popular Estate Management Ltd
531878,Anjani Finance Ltd
531885,SVA India Ltd
531887,Rahul Merchandising ltd.
531888,Rexnord Electronics & Controls Ltd.
531889,INTEGRATED INDUSTRIES LIMITED
531892,Khandwala Securities Ltd.
531893,Sawaca Business Machines Ltd.
531900,CCL International Ltd
531902,Gallops Enterprise  Limited
531909,CROISSANCE LIMITED
531910,Madhuveer Com 18 Network Limited
531911,Galaxy Agrico Exports Ltd.
531913,Gopal Iron & Steels Co.(Gujarat) Lt
531918,Hindustan Appliances Ltd
531921,Agarwal Industrial Corporation Limited
531923,Dhampure Speciality Sugars Ltd.
531925,Shantanu Sheorey Aquakult ltd.
531929,Innocorp Limited
531930,Sarthak Industries Ltd.
531931,Sai Capital Ltd.
531936,Blue Chip India Ltd
531944,SERVOTEACH INDUSTRIES LTD
531946,Chadha Papers Ltd.
531950,Vertex Securities Ltd.
531952,Riba Textiles Ltd.
531959,Newtime Infrastructure Limited
531960,Kashyap Tele-Medicines Limited
531962,Shree Metalloys Limited
531968,IITL PROJECTS LIMITED
531971,Hari Govind International Ltd.
531977,Chartered Logistics Ltd
531978,Ambika Cotton Mills Ltd.
531979,HIND ALUMINIUM INDUSTRIES LTD.
531980,Senthil Infotek Limited
531982,Spectrum Foods Limited
531991,Amraworld Agrico Ltd.
531994,Auto Pins (India) Ltd.
531996,Odyssey Corporation Ltd.
531997,VUENOW INFRATECH LIMITED
532001,Inducto Steels ltd.
532005,Sam Industries Ltd.
532007,Shree Vatsaa Finance & Leasing Ltd.
532011,VASHU BHAGNANI INDUSTRIES LIMITED
532015,Gravity (India) Ltd.
532016,ESPIRE HOSPITALITY LIMITED
532019,LCC Infotech Ltd.
532022,Filatex Fashions Ltd
532024,R.B.Gupta Financials Ltd.
532029,Sindhu Trade Links Limited
532035,Unistar Multimedia Ltd
532039,Zenotech Laboratories Limited
532041,Hindustan Bio Sciences Ltd.
532042,Frontline Corporation Limited
532051,Swelect Energy Systems Limited
532053,Wallfort Financial Services Ltd.
532054,KDDL Ltd
532056,Adinath Exim Resources Ltd.
532057,Abhinav Capital Services Limited
532067,3B BlackBio Dx Limited
532070,Sumuka Agro Industries Limited
532078,MONIND LIMITED
532083,Shri Kalyan Holdings Ltd.
532090,Vandana Knitwear Limited
532092,EPUJA SPIRITECH LIMITED
532100,Indo-City Infotech Ltd.
532102,SBEC Sugar Ltd.
532113,Brijlaxmi Leasing & Finance ltd.
532123,BSEL ALGO LIMITED
532124,Reliable Ventures India Ltd
532134,Bank Of Baroda
532138,SMC Credits ltd.
532140,Mohite Industries Limited
532141,Andhra Cement Ltd.
532143,SKM Egg Products Exports (India) Lt
532144,Welspun Corp Limited
532145,H.S.India Ltd.
532149,Bank of India
532150,Indraprastha Medical Corporation Lt
532154,JOHNSON PHARMACARE LIMITED
532155,Gail (India) Ltd.
532156,Vaibhav Global Ltd
532159,TRESCON LIMITED
532160,Gujarat State Financial corporation
532162,JK Paper Ltd.
532163,Saregama India Ltd.
532164,Minolta Finance Ltd.
532167,Omkar Pharmachem Ltd.
532172,Adroit Infotech Limited
532173,Cybertech Systems and Software Ltd.
532174,ICICI Bank Ltd.
532175,Cyient Limited
532178,Engineers India Ltd.
532180,Dhanlaxmi Bank Limited
532181,Gujarat Mineral Development Corpora
532183,Gayatri Sugars Ltd.
532187,IndusInd Bank Ltd.
532189,India Tourism Development Corporati
532209,Jammu and Kashmir Bank Ltd.
532210,City Union Bank Ltd
532212,Archies Ltd.
532215,AXIS Bank Ltd.
532216,HB Stockholdings Ltd.
532217,Siel Financial Services Ltd.
532218,South Indian Bank Ltd.
532219,Energy Development Company Ltd.
532221,Sonata Software Ltd.
532230,Bengal Tea & fabrics Ltd.
532234,National Aluminium Co. Ltd.
532240,India Nippon Electricals Ltd
532256,Nalwa Sons Investment Ltd
532259,Apar Industries Ltd
532262,TCI Industries Ltd.
532268,ACCELYA SOLUTIONS INDIA LIMITED
532271,ORCHASP LIMITED
532281,HCL Technologies Ltd
532284,TCFC Finance Ltd
532285,Geojit Financial Services Limited
532286,Jindal Steel & Power Ltd
532290,BLB Limited
532296,Glenmark Pharmaceuticals ltd
532300,Wockhardt Ltd
532303,Integrated Hi-tech ltd.
532304,KJMC Corporate Advisors (India) Ltd.
532305,Ind-Swift Laboratories Ltd.
532309,GE Power India Limited
532310,Shree Rama Multi-tech Ltd.
532313,Mahindra Lifespace Developers Ltd.
532315,Telesys Software Ltd.
532320,Vaarad Ventures Ltd
532321,Zydus Lifesciences Limited
532323,Shiva Cement Ltd.
532324,Cinevista Limited
532326,Intense Technologies
532329,Danlaw Technologies India Ltd.
532331,Ajanta Pharma Ltd.
532333,HB Portfolio Ltd.
532334,HB Estate Developers Ltd.
532335,Ambica Agarbathies & Aroma Ind. Ltd.
532339,Compucom Software Lt.
532340,Omni Axs Software Ltd.
532341,IZMO Limited
532343,TVS Motor Company Ltd.
532344,SoftSol India Limited.
532345,ALLCARGO GATI LIMITED
532348,Subex  Ltd
532349,Transport Corporation of India Ltd
532350,Padmalaya Telefilms Ltd.
532351,Aksh Optifibre Ltd.
532354,Virgo Global Limited
532355,Picturehouse Media Limited
532356,Triveni Engineering & Industries Ltd
532357,Mukta Arts Ltd.
532362,Nagpur Power & Industries Ltd
532365,Dynacons Systems & Solutions Ltd.
532366,PNB Gilts Ltd
532369,Ramco Industries Ltd
532370,Ramco Systems Ltd
532371,Tata Teleservices (Maharashtra) Ltd.
532372,Virinchi Limited
532373,WEP Solutions Ltd
532374,Sterlite Technologies Limited.
532375,Tips Industries Limited
532376,MRO-TEK Realty Limited
532378,Universal Arts Ltd
532379,FIRST FINTEC LIMITED
532380,Baba Arts Ltd
532382,Balaji Telefilms Ltd.
532384,Tyche Industries Ltd.
532386,California Software Co. Ltd.
532387,Pritish Nandy Communications Ltd
532388,Indian Overseas Bank
532390,Taj GVK Hotels & Resorts Ltd.
532392,Creative Eye Ltd.
532395,AXISCADES TECHNOLOGIES LIMITED
532397,KONNDOR INDUSTRIES LIMITED
532398,Usha Martin Education & Solutions Limited
532400,BIRLASOFT LIMITED
532402,USG Tech Solutions Ltd
532404,Saven Technologies Ltd.
532406,Avantel Limited
532407,MOSCHIP TECHNOLOGIES LIMITED
532408,Megasoft Ltd.
532410,Transcorp International Ltd.
532413,Cerebra Integrated Technologies Ltd.
532416,Next Mediaworks Ltd
532419,Smartlink Holdings Limited
532424,Godrej Consumer Products Ltd.
532425,GENUS PRIME INFRA LIMITED
532430,BF Utilities Ltd.
532432,United Spirits Limited
532435,Sanmit Infra Limited
532439,OLECTRA GREENTECH LIMITED
532440,MPS Limited
532443,Cera Sanitaryware Ltd.
532444,T. Spiritual World Ltd.
532454,Bharti Airtel  Ltd.
