Security Code,Company Name
539435,Richfield Financial Services Ltd.
539436,Coffee Day Enterprises Limited
539437,IDFC FIRST BANK LIMITED
539447,BEARDSELL LIMITED
539448,InterGlobe Aviation Limited
539449,IGC Industries Limited
539450,S H Kelkar and Company Limited
539468,Typhoon Financial Services Limited
539469,PANORAMA STUDIOS INTERNATIONAL LIMITED 
539470,Shree Ganesh Biotech (India) Limited
539479,GTV Engineering Limited
539480,LIC Mutual Fund
539487,LIC Mutual Fund
539488,Tirupati Fin-Lease Ltd.
539492,Garbi Finvest Limited
539494,Smart Finsec Limited
539495,Rajkot Investment Trust Limited
539506,Adcon Capital Services Limited
539515,Quint Digital Limited
539516,HDFC Mutual Fund
539517,HDFC Mutual Fund
539518,Uday Jewellery Industries Limited.
539521,Navigant Corporate Advisors Limited
539522,Grovy India Limited
539523,Alkem Laboratories Limited
539524,Dr. Lal Pathlabs Limited
539526,Suncare Traders Limited
539527,Creative Castings Limited
539528,AAYUSH WELLNESS LIMITED
539533,ELITECON INTERNATIONAL LIMITED
539542,LUX Industries Limited
539543,Valley Magnesite Company Limited
539544,Abhishek Infraventures Limited
539545,Apoorva Leasing Finance & Investment Company Limited
539546,Beekay Niryat Limited
539551,Narayana Hrudayalaya Limited
539552,F MEC INTERNATIONAL FINANCIAL SERVICES LIMITED
539559,Deep Diamond India Limited
539560,Abhijit Trading Co. Ltd.
539561,REMEDIUM LIFECARE LIMITED
539562,AARNAV FASHIONS LIMITED
539574,Sunshine Capital Ltd.
539584,SHARANAM INFRAPROJECT AND TRADING LIMITED
539593,Shivansh Finserv Limited
539594,Mishtann Foods Limited
539596,Delta Industrial Resources Limited
539598,CREDENT GLOBAL FINANCE LIMITED
539599,Kotia Enterprises Limited
539607,Blue Cloud Softech Solutions Limited
539620,KANORIA ENERGY AND INFRASTRUCTURE LIMITED
539621,BCL Enterprises Limited
539636,Precision Camshafts Limited
539658,TeamLease Services Limited
539659,Vidli Restaurants Limited
539660,BEST AGROLIFE LIMITED
539661,ACE MEN ENGG WORKS LIMITED
539662,BFL Asset Finvest Limited
539669,RGF Capital Markets Limited
539673,Radhagobind Commercial Limited
539678,Quick Heal Technologies Limited
539679,Kapil Raj Finance Ltd.
539680,Ganga Pharmaceuticals Limited
539681,dynamic Archistructures Limited
539682,LUCENT INDUSTRIES LIMITED
539683,Shivkamal Impex Limited
539686,K.P. Energy Limited
539691,REAL GROWTH CORPORATION LIMITED
539692,INTERACTIVE FINANCIAL SERVICES LIMITED
539697,HILIKS TECHNOLOGIES LIMITED
539725,Gokul Agro Resources Ltd
539730,Fredun Pharmaceuticals Limited
539742,Simbhaoli Sugars Ltd
539760,Relicab Cable Manufacturing Limited
539761,Vantage Knowledge Academy Limited
539762,MODERN ENGINEERING AND PROJECTS LIMITED
539767,Mega Nirman & Industries Limited
539773,Advik Capital Limited
539784,LIC Mutual Fund
539785,Pudumjee Paper Products Limited
539787,HealthCare Global Enterprises Limited
539788,Khemani Distributors & Marketing Limited
539798,Umiya Tubes Limited
539799,Bharat Wire Ropes Limited
539800,CHD Chemicals Limited
539807,INFIBEAM AVENUES LIMITED
539814,LE LAVOIR LIMITED
539819,Mudra Financial Services Ltd.
539834,Balgopal Commercial limited
539835,Superior Finlease Limited
539837,RAGHAV PRODUCTIVITY ENHANCERS LIMITED
539839,Franklin Leasing and Finance Limited
539841,Lancer Container Lines Limited
539843,NINtec Systems Limited
539854,Halder Venture Limited
539871,Thyrocare Technologies Limited
539872,Bajaj Healthcare Limited
539875,RSD Finance Limited
539876,Crompton Greaves Consumer Electricals Limited
539883,Pilani Investment And Industries Corporation Limited
539884,Darshan Orna Limited
539889,Parag Milk Foods Limited
539894,Madhav Infra Projects Limited
539911,Svarnim Trade Udyog Limited
539917,NAGARJUNA FERTILIZERS AND CHEMICALS LTD.
539921,Shanti Educational Initiatives Limited
539927,LIKHAMI CONSULTING LIMITED
539938,Medico Intercontinental Limited
539939,Yash Chemex Limited
539945,ICICI Prudential Mutual Fund
539946,Bazel International Limited
539947,JINDAL LEASEFIN LIMITED
539956,TAAL Enterprises Limited
539957,Mahanagar Gas Limited
539963,Zeal Aqua Limited
539978,Quess Corp Limited
539979,DIGJAM LIMITED
539980,ICICI Prudential Mutual Fund
539984,HINDUSTHAN URBAN INFRASTRUCTURE LIMITED
539985,Titaanium Ten Enterprise Limited
539986,Commercial Syn Bags Limited
539991,CONFIDENCE FUTURISTIC ENERGETECH LIMITED
539992,LLOYDS ENGINEERING WORKS LIMITED
539997,Kwality Pharmaceuticals Limited
540005,LTIMindtree Limited
540006,EAST WEST HOLDINGS LIMITED
540008,Aditya Birla Sun Life Mutual Fund
540025,Advanced Enzyme Technologies Limited
540026,Ladam Affortable Housing Limited
540047,Dilip Buildcon Limited
540048,S.P. Apparels Limited
540061,Bigbloc Construction Limited
540062,Golden Crest Education & Services Limited
540063,ECS Biztech Limited
540065,RBL Bank Limited
540066,AMS POLYMERS LIMITED
540072,Shiva Granito Export Limited
540073,BLS International Services Ltd
540078,Mitsu Chem Plast Limited
540079,Sprayking Limited
540080,Dhatre Udyog Limited
540081,Sab Events & Governance Now Media Limited
540082,Riddhi Steel and Tube Limited
540083,TV VISION LIMITED
540097,Visco Trade Associates Ltd
540108,TIAAN CONSUMER LIMITED
540115,L&T Technology Services Limited
540124,G N A Axles Limited
540125,Radhika Jeweltech Limited
540132,Sabrimala Industries India Limited
540133,ICICI Prudential Life Insurance Company Limited
540134,ISHAAN INFRASTRUCTURE AND SHELTERS LIMITED
540135,ARC Finance Limited
540136,HPL Electric & Power Limited
540143,Sagarsoft (India) Limited
540144,DRA CONSULTANTS LIMITED
540145,Valiant Organics Limited
540146,ADITYA CONSUMER MARKETING LIMITED
540147,Shashijit Infraprojects Limited
540148,Bindal Exports Limited
540151,Diksat Transworld Limited
540153,Endurance Technologies Limited
540154,Bandhan Mutual Fund
540159,Purple Entertainment Limited
540168,Supra Pacific Financial Services Limited
540173,PNB Housing Finance Limited
540174,Southern Infosys Limited
540175,REGENCY FINCORP LIMITED
540180,Varun Beverages Limited
540181,Salem Erode Investments Ltd.
540190,Franklin Industries Limited
540192,LKP Securities Limited
540198,OSIAJEE TEXFAB LIMITED
540199,Corporate Merchant Bankers Limited
540203,Sheela Foam Limited
540204,EIKO LIFESCIENCES LIMITED
540205,Aditya Vision Limited
540210,Heads UP Ventures Limited
540212,TCI Express Limited
540222,Laurus Labs Limited
540243,NEW LIGHT APPARELS LIMTED
540252,VEERAM SECURITIES LIMITED
540254,MARG TECHNO PROJECTS LIMITED
540259,SHANGAR DECOR LIMITED
540267,Flora Corporation Limited
540268,TruCap Finance Limited
540269,SUPER FINE KNITTERS LIMITED
540270,Raideep Industries Limited
540293,Pricol Limited
540310,Classic Filaments Limited
540311,JITF INFRALOGISTICS LIMITED
540318,Sueryaa Knitwear Limited
540332,Tanvi Foods (India) Limited
540358,RMC SWITCHGEARS LIMITED
540359,Parmax Pharma Limited
540360,LEADING LEASING FINANCE AND INVESTMENT CO. LIMITED
540361,DANUBE INDUSTRIES LIMITED
540366,Music Broadcast Limited
540376,Avenue Supermarts Limited
540377,IFL ENTERPRISES LIMITED
540386,Ontic Finserve Limited
540393,Sarthak Metals Limited
540395,Chemcrux Enterprises Limited
540396,Manomay Tex India Limited
540401,Maximus International Limited
540402,Manas Properties Limited
540403,CL Educate Limited
540404,PRIME FRESH LIMITED
540416,Octaware Technologies Limited
540425,Shankara Building Products Limited
540455,Escorp Asset Management Limited
540467,PARMESHWARI SILK MILLS LIMITED
540468,KMS Medisurgi Limited
540481,Classic Leasing & Finance Ltd.
540492,STARLINEPS ENTERPRISES LIMITED
540497,S Chand And Company Limited
540515,KANUNGO FINANCIERS LIMITED
540519,Meera Industries Limited
540530,Housing &Urban Development Corporation Ltd.
540544,PSP Projects Limited
540545,Bhakti Gems And Jewellery Limited
540550,Yug Decor Limited
540570,VARIMAN GLOBAL ENTERPRISES LIMITED
540575,Star Cement Limited
540590,Riddhi Corporate Services Limited
540595,Tejas Networks Limited
540596,Eris Lifesciences Limited
540602,GTPL Hathway Limited
540611,AU Small Finance Bank Limited
540612,ICICI Prudential Mutual Fund
540613,Gautam Exim Limited
540614,G G Engineering Limited
540615,7NR Retail Limited
540642,Salasar Techno Engineering Limited
540647,Ganges Securities Ltd.
540648,Palash Securities Limited
540649,AVADH SUGAR & ENERGY LIMITED
540650,Magadh Sugar & Energy Limited
540651,Jigar Cables Limited
540652,Captain Technocast Limited
540654,GlobalSpace Technologies Limited
540669,UTI Mutual Fund
540673,SIS LIMITED
540678,Cochin Shipyard Limited
540679,SMS Lifesciences India Ltd
540680,KIOCL Limited
540681,CHOTHANI FOODS LIMITED
540686,Smruthi Organics Limited
540691,Aditya Birla Capital Ltd
540692,Apex Frozen Foods Limited
540693,Shish Industries Limited
540694,ANG Lifesciences India Limited
540696,KCD INDUSTRIES INDIA LIMITED
540699,Dixon Technologies (India) Limited
540700,Bharat Road Network Limited
540701,Dishman Carbogen Amcis Limited
540702,Lasa Supergenerics Limited
540703,PRO CLB GLOBAL LIMITED
540704,Matrimony.com Limited
540709,Reliance Home Finance Limited
540710,Capacit'e Infraprojects Limited
540715,Sagar Diamonds Limited
540716,ICICI Lombard General Insurance Company Limited 
540717,Polo Queen Industrial and Fintech Limited 
540718,AKM CREATIONS LIMITED
540719,SBI Life Insurance Company Limited
540724,Prataap Snacks Limited
540725,Share India Securities Limited
540726,Trident Texofab Limited
540727,Poojawestern Metaliks Limited
540728,Sayaji Industries Limited
540729,Vanta Bioscience Limited
540730,Mehai Technology  Limited
540735,IRIS Business Services Limited
540737,Shree Ganesh Remedies Limited
540738,Shreeji Translogistics Limited
540743,Godrej Agrovet Limited
540749,MAS Financial Services Limited
540750,Indian Energy Exchange Limited
540755,General Insurance Corporation of India
540756,Kaarya Facilities and Services Limited
540757,SHEETAL COOL PRODUCTS LIMITED
540762,Tube Investments of India Ltd
540767,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED
540768,Mahindra Logistics Limited
540769,The New India Assurance Company Limited
540774,IFGL Refractories Limited
540775,Khadim India Limited
540776,5paisa Capital Limited
540777,HDFC LIFE INSURANCE COMPANY LIMITED
540782,Sanghvi Brands Limited
540786,SHARIKA ENTERPRISES LIMITED
540787,ICICI Prudential Mutual Fund
540788,Aspira Pathlab & Diagnostics Limited
540789,Diligent Media Corporation Limited
540795,Dynamic Cables Limited
540796,Ratnabhumi Developers Limited
540797,Shalby Limited
540798,Future Supply Chain Solutions Limited
540809,MRC AGROTECH LIMITED
540811,Diggi Multitrade Limited
540821,SADHNA BROADCAST LTD
540824,Astron Paper & Board Mill Limited
540829,Chandrima Mercantiles limited 
540843,Rithwik Facility Management Services Limited
540850,Jhandewalas Foods Limited
540874,7SEAS ENTERTAINMENT LIMITED
540879,Apollo Micro Systems Limited
540900,Newgen Software Technologies Limited
540901,Praxis Home Retail Limited 
540902,Amber Enterprises India Limited
540903,CRP Risk Management Limited
540904,TIRUPATI FOAM LIMITED
540914,SRU Steels Limited
540923,Ashoka Metcast Limited
540935,Galaxy Surfactants Limited
540936,Gautam Gems Limited
540937,MEDICO REMEDIES LIMITED
540938,Gujarat Hy-Spin Limited
540952,LORENZINI APPARELS LIMITED
540953,Kenvi Jewels Limited
540954,The Indian Wood Products Co. Ltd.
540955,Tasty Dairy Specialities Limited
540956,Bhatia Communications & Retail (India) Limited
540961,Shiva Mills Limited
540975,Aster DM Healthcare Limited
540980,The Yamuna Syndicate Ltd 
541005,KANCO TEA & INDUSTRIES LIMITED
541006,Angel Fibers Limited
541019,H.G. Infra Engineering Limited
541083,Inflame Appliances Limited
541096,Bharat Parenterals Limited
541112,Shreeshay Engineers Limited
541133,APEX CAPITAL AND FINANCE LIMITED
541143,Bharat Dynamics Limited
541144,Active Clothing Co  Limited
541152,GOYAL ALUMINIUMS LIMITED
541153,Bandhan Bank Limited
541154,Hindustan Aeronautics Limited
541161,KBC GLOBAL LIMITED
541163,Sandhar Technologies Limited
541167,YASHO INDUSTRIES LIMITED
541178,Benara Bearings and Pistons Limited
541179,ICICI Securities Limited
541195,Mishra Dhatu Nigam Limited
541196,Lex Nimble Solutions Limited
541206,Orissa Bengal Carrier Limited
541228,Taylormade Renewables Limited
541233,Lemon Tree Hotels Limited
541269,Chemfab Alkalis Ltd
541276,HARDWYN INDIA LIMITED
541299,DR LALCHANDANI LABS LIMITED
541301,Orient Electric Limited
541302,Dhruv Consultancy Services Limited
541303,Akshar Spintex Limited
541304,Indo US Bio-Tech Limited
541313,ICICI Prudential Mutual Fund
541336,IndoStar Capital Finance Limited
541337,Milestone Furniture Limited
541338,U. H. ZAVERI LIMITED
541347,Parvati Sweetners and Power Ltd.
541352,Megastar Foods Limited
541353,Innovators Facade Systems Limited
541358,UNIFINZ CAPITAL INDIA LIMITED
541400,ZIM Laboratories Limited
541402,Affordable Robotic & Automation Limited
541403,Dollar Industries Limited
541418,NAKODA GROUP OF INDUSTRIES LIMITED
541444,Palm Jewels Limited
541445,Waa Solar Limited
541450,Adani Green Energy Limited
541503,Unick Fix-A- Form and Printers Limited
541540,SOLARA ACTIVE PHARMA SCIENCES LIMITED
541556,RITES Limited
541557,Fine Organic Industries Limited
541578,Varroc Engineering Limited
541601,Rajnish Wellness Limited
541633,Sophia Traexpo Limited
541634,Raw Edge Industrial Solutions Limited
541700,TCNS Clothing Co. Limited
541701,Supershakti Metaliks Limited
541702,Ashnisha Industries Limited
541703,RACONTEUR GLOBAL RESOURCES LIMITED
541729,HDFC Asset Management Company Limited
541735,Vivanta Industries Limited
541741,Tinna Trade Limited
541770,CreditAccess Grameen Ltd.
541771,AMIN TANNERY LIMITED
541778,Deep Polymers Limited
541799,Sungold Media and Entertainment Limited
541809,ICICI Prudential Mutual Fund
541865,Add-Shop E-Retail Limited
541890,Space Incubatrics Technologies Limited
541929,Synergy Green Industries Limited
541945,Ranjeet Mechatronics Limited
541956,IRCON International Ltd
541967,SKY GOLD LIMITED
541972,SBI Mutual Fund
541973,Mac Hotels Limited
541974,Manorama Industries Limited
541983,Innovative Ideals and Services (India) Limited
541988,AAVAS Financiers Limited
542011,Garden Reach Shipbuilders & Engineers Limited
542012,A-1 Acid Limited
542013,Dolfin Rubbers Limited
542019,Shubham Polyspin Limited
542020,AKI India Limited
542025,Sun Retail Limited
542034,S. M. Gold Limited
542046,VIVID MERCANTILE LIMITED
542057,BCPL Railway Infrastructure Limited
542066,ADANI TOTAL GAS LIMITED
542123,The Phosphate Company Limited
542131,Mirae Asset Mutual Fund
542141,Techno Electric & Engineering Company Limited
542145,Roni Households Limited
542146,Shree Krishna Infrastructure Limited
542155,Diksha Greens Limited
542176,Aryan Share & Stock Brokers Ltd.
542206,NIVAKA FASHIONS LIMITED
542216,DALMIA BHARAT LIMITED
542230,Aditya Birla Sun Life Mutual Fund
542231,Nila Spaces Ltd
542232,Shankar Lal Rampal Dye-Chem Limited
542233,Trejhara Solutions Limited
542248,Deccan Health Care Limited
542285,Axita Cotton Limited
542323,KPI Green Energy Limited
542332,Hi-Klass Trading and Investment Limited
542333,RPSG VENTURES LIMITED
542337,Spencer's Retail Limited
542351,Gloster Ltd
542367,Xelpmoc Design and Tech Limited
542376,SPA Capital Services Limited
542377,Aar Shyam India Investment Company Limited
542383,Ritco Logistics Limited
542399,Chalet Hotels Limited
542437,Anmol India Limited
542446,Jonjua Overseas Limited
542459,Kranti Industries Limited
542460,The Anup Engineering Ltd
542477,Gleam Fabmat Limited
542484,Arvind Fashions Limited
542513,UTI Mutual Fund
542524,AMBASSADOR INTRA HOLDINGS LIMITED
542544,Jyot International Marketing Limited
542579,Ashapuri Gold Ornament Limited
542580,Aartech Solonics Limited
542592,Humming Bird Education Limited
542597,MSTC Limited
542599,Roopshri Resorts Limited
542627,Chandni Machines Limited
542628,Northern Spirits Limited
542649,Rail Vikas Nigam Limited
542650,Metropolis Healthcare Limited
542651,KPIT Technologies Ltd
542652,Polycab India Limited
542654,V R FILMS & STUDIOS LIMITED
542655,VIKAS LIFECARE LIMITED
542665,Neogen Chemicals Limited
542666,G. K. P. Printing & Packaging Limited
542667,White Organic Retail Limited
542668,EVANS ELECTRIC LIMITED
542669,BMW INDUSTRIES LIMITED
542670,Artemis Electricals and Projects Limited
542678,Cian Healthcare Limited
542679,Dhanashree Electronics Limited
542682,Harish Textile Engineers Limited
542684,Prakash Pipes Limited
542685,Digicontent Limited
542694,Parshva Enterprises Limited
542721,Anand Rayons Limited
542724,Murae Organisor Limited
542725,SBC EXPORTS LIMITED
542726,IndiaMART InterMESH Limited
542727,City Pulse Multiplex Limited
542728,SK International Export Limited
542729,DCM NOUVELLE LIMITED
542730,ICICI Prudential Mutual Fund
542747,Nippon India Mutual Fund
542752,Affle (India) Limited
542753,SEACOAST SHIPPING SERVICES LIMITED
542758,ICICI Prudential Mutual Fund
542759,Spandana Sphoorty Financial Limited
542760,STERLING AND WILSON RENEWABLE ENERGY LIMITED
542770,Alphalogic Techsys Limited
542771,Novateor Research Laboratories Limited
542772,360 ONE WAM LIMITED
542773,IIFL Securities Limited
542774,MUFIN GREEN FINANCE LIMITED
542801,Misquita Engineering Limited
542802,Galactico Corporate Services Limited
542803,Vaxfab Enterprises Limited
542804,Nippon India Mutual Fund
542805,Nippon India Mutual Fund
542806,Nippon India Mutual Fund
542807,Nippon India Mutual Fund
542808,Nippon India Mutual Fund
542809,Nippon India Mutual Fund
542810,Nippon India Mutual Fund
542811,Nippon India Mutual Fund
542812,Gujarat Fluorochemicals Limited
542813,Nippon India Mutual Fund
542814,Nippon India Mutual Fund
542815,Nippon India Mutual Fund
542816,Nippon India Mutual Fund
542817,Nippon India Mutual Fund
542818,Nippon India Mutual Fund
542819,Nippon India Mutual Fund
542820,Nippon India Mutual Fund
542830,Indian Railway Catering & Tourism Corporation Ltd
542836,Nippon India Mutual Fund
542837,Nippon India Mutual Fund
542838,Nippon India Mutual Fund
542839,Nippon India Mutual Fund
542840,Nippon India Mutual Fund
542841,Nippon India Mutual Fund
542842,Nippon India Mutual Fund
542843,Nippon India Mutual Fund
542844,Nippon India Mutual Fund
542845,Nippon India Mutual Fund
542846,Nippon India Mutual Fund
542847,Nippon India Mutual Fund
542848,Nippon India Mutual Fund
542849,Nippon India Mutual Fund
542850,GOBLIN INDIA LIMITED
542851,Gensol Engineering Limited
542852,Vishwaraj Sugar Industries Limited
542857,Greenpanel Industries Limited
542862,Shahlon Silk Industries Limited
542863,Aditya Birla Sun Life Mutual Fund
542864,MOUNT HOUSING AND INFRASTRUCTURE LIMITED
542865,Anuroop Packaging Limited
542866,COLAB CLOUD PLATFORMS LIMITED
542867,CSB Bank Limited
542904,Ujjivan Small Finance Bank Limited
542905,Hindware Home Innovation Limited
542906,Easun Capital Markets Limited
542907,Prince Pipes and Fittings Limited
542911,Assam Entrade Limited
542918,Gian Life Care Limited
542919,Artemis Medicare Services Limited
542920,SUMITOMO CHEMICAL INDIA LIMITED
542921,ICICI Prudential Mutual Fund
542922,Mirae Asset Mutual Fund
542924,Janus Corporation Limited
542931,Vardhan Capital & Finance Limited
542933,UNIVERSUS PHOTO IMAGINGS LIMITED
542934,Chandra Bhagat Pharma Limited
542938,Octavius Plantations Limited
543064,SUVEN PHARMACEUTICALS LIMITED
543065,SM Auto Stamping Limited
543066,SBI CARDS AND PAYMENT SERVICES LIMITED
543144,Nippon India Mutual Fund
543145,Nippon India Mutual Fund
543146,Nippon India Mutual Fund
543147,Nippon India Mutual Fund
543148,Nippon India Mutual Fund
543149,Nippon India Mutual Fund
543150,Nippon India Mutual Fund
543151,Nippon India Mutual Fund
543152,Nippon India Mutual Fund
543153,Nippon India Mutual Fund
543154,Nippon India Mutual Fund
543155,Nippon India Mutual Fund
543156,Nippon India Mutual Fund
543168,Nippon India Mutual Fund
543169,Nippon India Mutual Fund
543170,Nippon India Mutual Fund
543171,RO Jewels Limited
543172,Cospower Engineering Limited
543173,Nippon India Mutual Fund
543174,Nippon India Mutual Fund
543175,Nippon India Mutual Fund
543176,Nippon India Mutual Fund
543177,Nippon India Mutual Fund
543178,Nippon India Mutual Fund
543179,Nippon India Mutual Fund
543180,Nippon India Mutual Fund
543181,Nippon India Mutual Fund
543182,Nippon India Mutual Fund
543183,Nippon India Mutual Fund
543184,Nippon India Mutual Fund
543185,Nippon India Mutual Fund
543186,Nippon India Mutual Fund
543187,HITACHI ENERGY INDIA LIMITED
543193,DJ Mediaprint & Logistics Limited
543207,Natural Biocon (India) Limited
543208,REGIS INDUSTRIES LIMITED
543209,Billwin Industries Limited
543210,Aarti Surfactants Limited
543211,BONLON INDUSTRIES LIMITED
543212,Borosil Limited
543213,ROSSARI BIOTECH LIMITED
543214,NDR Auto Components Limited
543218,SURATWWALA BUSINESS GROUP LIMITED
543219,ICICI Prudential Mutual Fund
543220,Max Healthcare Institute Limited
543221,ICICI Prudential Mutual Fund
543223, Max India Limited
543224,HDFC Mutual Fund
543226,UTI Mutual Fund
543227,Happiest Minds Technologies Limited
543228,Route Mobile Limited
543229,Samrat Forgings Limited
543230,Advait Infratech Limited
543231,Archidply Decor Limited
543232,Computer Age Management Services Limited
543233,Chemcon Speciality Chemicals Limited
543234,Secmark Consultancy Limited
543235,ANGEL ONE LIMITED
543236,Atam Valves Limited
543237,Mazagon Dock Shipbuilders Limited
543238,UTI Asset Management Company Limited
543239,G M Polyplast Limited
543240,Likhitha Infrastructure Limited
543241,Veer Global Infraconstruction Limited
543242,Hemisphere Properties India Limited
543243,Equitas Small Finance Bank Limited
543244,Shine Fashions (India) Limited
543245, Gland Pharma Limited
543246,Mirae Asset Mutual Fund
543248,Restaurant Brands Asia Limited
543249,TARC LIMITED
543251,Ravinder Heights Limited
543252,Fairchem Organics Limited
543253,Mrs. Bectors Food Specialities Limited
543254,Antony Waste Handling Cell Limited
543255,Nippon India Mutual Fund
543256,RITA FINANCE AND LEASING LIMITED
543257,Indian Railway Finance Corporation
543258,Indigo Paints Limited
543259,Home First Finance Company India Limited
543260,STOVE KRAFT LIMITED
543262,MRP Agro Limited
543263,SMC Global Securities Limited
543264,Nureca Limited
543265,RailTel Corporation of India Limited
543266,Heranba Industries Limited
543267,Davangere Sugar Company Limited
543268,DRC Systems India Limited
543270,MTAR Technologies Limited
543271,Jubilant Ingrevia Limited
543272,Easy Trip Planners Limited
543273,Knowledge Marine & Engineering Works Limited
543274,SUUMAYA CORPORATION LIMITED
543275,Anupam Rasayan India Limited
543276,Craftsman Automation Limited
543277,Laxmi Organic Industries Limited
543278,Kalyan Jewellers India Limited
543279,Suryoday Small Finance Bank Limited
543280,Nazara Technologies Limited
543281,Suvidhaa Infoserve Limited
543283,BARBEQUE-NATION HOSPITALITY LIMITED
543284,EKI Energy Services Limited
543285,Rajeshwari Cans Limited
543286,Jetmall Spices and Masala Limited
543287,Macrotech Developers Limited
543288,Deep Industries Limited
543291,Mirae Asset Mutual Fund
543292,ICICI Prudential Mutual Fund
543297,Inox Wind Energy Limited
543298,Vineet Laboratories Limited
543299,Shyam Metalics and Energy Limited
543300,Sona BLW Precision Forgings Limited
543305,Navoday Enterprises Limited
543306,Dodla Dairy Limited
543308,Krishna Institute of Medical Sciences Limited
543309,Adeshwar Meditex Limited
543310,Times Green Energy (India) Limited
543311,India Pesticides Limited
543312,Focus Business Solution Limited
543317,G R Infraprojects Limited
543318,Clean Science and Technology Limited
543319,AA Plus Tradelink Limited
543320,Zomato Limited
543321,Tatva Chintan Pharma Chem Limited
543322,Glenmark Life Sciences Limited
543323,Mirae Asset Mutual Fund
543324,Gretex Corporate Services Limited
543325,Rolex Rings Limited
543326,ICICI Prudential Mutual Fund
543327,Exxaro Tiles Limited
543328,Krsnaa Diagnostics Limited
543329,Windlas Biotech Limited
543330,Devyani International Limited
543331,Meghmani Organics Limited
543332,Epigral Limited
543333,CarTrade Tech Limited
543334,Nuvoco Vistas Corporation Limited
543335,Aptus Value Housing Finance India Limited
543336,Chemplast Sanmar Limited
543341,SHARPLINE BROADCAST LIMITED
543346,Aashka Hospitals Limited
543347,Axis Mutual Fund
543348,Axis Mutual Fund
543349,Ami Organics Limited
543350,Vijaya Diagnostic Centre Limited
543352,PlatinumOne Business Services Limited
543357,Axis Mutual Fund
543358,Sansera Engineering Limited
543363,Prevest Denpro Limited
543364,Markolines Pavement Technologies Limited
543365,Mirae Asset Mutual Fund
543366,SBL Infratech Limited
543367,Paras Defence and Space Technologies Limited
543372,Getalong Enterprise Limited
543373,Shri Venkatesh Refineries Limited
543374,Aditya Birla Sun Life AMC Limited
543375,Promax Power Limited
543376,Samor Reality Limited
543377,Adishakti Loha and Ispat Limited
543383,ICICI Prudential Mutual Fund
543384,FSN E-Commerce Ventures Limited
543386,Fino Payments Bank Limited
543387,S.J.S. Enterprises Limited
543388,DSP Mutual Fund
543389,Sigachi Industries Limited
543390,PB Fintech Limited
543391,Suyog Gurbaxani Funicular Ropeways Limited
543396,One 97 Communications Limited
543397,Sapphire Foods India Limited
543398,Latent View Analytics Limited
543399,Tarsons Products Limited
543400,Omnipotent Industries Limited
543401,Go Fashion (India) Limited
543410,DMR Hydroengineering & Infrastructures Limited
543411,HI-TECH PIPES LIMITED
543412,Star Health and Allied Insurance Company Limited
543413,Tega Industries Limited
543414,Mirae Asset Mutual Fund
543415,Anand Rathi Wealth Limited
543416,Zodiac Energy Limited
543417,RateGain Travel Technologies Limited
543419,Shriram Properties Limited
543420,Jet Freight Logistics Limited
543425,C.E. Info Systems Limited
543426,Metro Brands Limited
543427,Medplus Health Services Limited
543428,Data Patterns (India) Limited
543433,HP Adhesives Limited
543434,Supriya Lifescience Limited
543435,CLARA INDUSTRIES LIMITED
543437,Motilal Oswal Mutual Fund
543438,DSP Mutual Fund
543439,Brandbucket Media & Technology Limited
543440,DSP Mutual Fund
543441,CMS Info Systems Limited
543442,Brand Concepts Limited
543444,FABINO ENTERPRISES LIMITED
543449,WONDER ELECTRICALS LIMITED
543450,ICICI Prudential Mutual Fund
543451,AGS TRANSACT TECHNOLOGIES LIMITED
543453,ALKOSIGN LIMITED
543454,Mirae Asset Mutual Fund
543458,Adani Wilmar Limited
543460,Quality RO Industries Limited
543461,Safa Systems & Technologies Limited
543462,DEV INFORMATION TECHNOLOGY LIMITED
543463,Vedant Fashions Limited
543464,Maruti Interior Products Limited
543465,Motilal Oswal Mutual Fund
543470,SoftTech Engineers Limited
543472,Aditya Birla Sun Life Mutual Fund
543473,Aditya Birla Sun Life Mutual Fund
543474,Aditya Birla Sun Life Mutual Fund
543475,Ekennis Software Service Limited
543481,Mirae Asset Mutual Fund
543482,Eureka Forbes Limited
543489,Gateway Distriparks Limited
543490,GMR Power and Urban Infra Limited
543497,Bhatia Colour Chem Limited
543498,Motherson Sumi Wiring India Limited
543499,Achyut Healthcare Limited
543500,Evoq Remedies Limited
543501,Motilal Oswal Mutual Fund
543512,Avro India Limited
543513,Uma Exports Limited
543514,Veranda Learning Solutions Limited
543515,Sunrise Efficient Marketing Limited
543516,DHYAANI TRADEVENTTURES LIMITED
543517,Hariom Pipe Industries Limited
543518,Eighty Jewellers Limited
543519,Shashwat Furnishing Solutions Limited
543520,Global Longlife Hospital and Research Limited
543521,Fone4 Communications (India) Limited
543522,Nanavati Ventures Limited
543523,Campus Activewear Limited
543524,Rainbow Children's Medicare Limited
543525,Silver Touch Technologies Limited
543526,LIFE INSURANCE CORPORATION OF INDIA
543527,Prudent Corporate Advisory Services Limited
543528,Venus Pipes & Tubes Limited
543529,Delhivery Limited
543530,Paradeep Phosphates Limited
543531,Tierra Agrotech Limited
543532,ETHOS LIMITED
543533,eMudhra Limited
543534,Aether Industries Limited
543535,We Win Limited
543536,Silver Pearl Hospitality & Luxury Spaces Limited
543537,Scarnose International Limited
